property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features
house,independent,,1.9,8444.0,2250.0,Plot area 250(209.03 sq.m.)Carpet area: 190 sq.yards (158.86 sq.m.),4.0,3.0,2,"store room,pooja room",2.0,North-East,5 to 10 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Shree Krishna Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Esic Hospital Gurugram', 'Bhardwaj Hospital', 'Sneh Hospital Gurgaon', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'R K Hospital Gurgaon', 'Pearl Dental Clinic', 'Taneja Hospital', 'Gurgaon Eye Centre', 'Dr. Sindhu Clinic', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Chirag Hospital Pvt. Ltd', 'Yashroop Medical Centre', ""Dr. Anurag's Child Care Clinic"", 'Aryan Hospital', 'Shri Multispeciality Hospital', 'Geeta Nursing Home Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Dr. Madan Clinic', 'Chiranjiv Hospital', 'Ravi Clinic and Health Care Centre', 'Sparsh Hospital Gurgaon', 'Dev Man Kathuria Clinic', 'Swastik Maternity and Medical Centre', 'Bhatnagar Maternity and Nursing Home', 'Satyam Hospital Gurgaon', 'Ankur Clinic and Maternity Home', 'Bindal Clinic', 'Shiv Mahima Patient Care Bureau', 'Dr. Agya Ram Sharma Clinic', 'M.S Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Basai dhankot railway station']","['3 Wardrobe', '1 Water Purifier', '4 Fan', '1 Exhaust Fan', '4 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Water Storage', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society']"
house,rwa sector 46,,4.5,24390.0,1845.0,Plot area 204(170.57 sq.m.)Built Up area: 206 sq.yards (172.24 sq.m.)Carpet area: 205 sq.yards (171.41 sq.m.),6.0,6.0,3+,store room,3.0,North-East,5 to 10 Year Old,"['Axis bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Icici ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Standard chartered ATM', 'Dispencery', 'Sukhmani Hospital Pvt. Ltd', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Meher Clinic', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Bones Clinic - Orthopaedics', 'Neelkanth Health Care', 'Shivam Hospital Gurgaon', 'Samvit Health Care', 'Pernod Ricard Charitable Dispensary', 'Gardian Pharmacy', 'City Medical', 'Gardian Pharmacy', 'Bharat petroleum', 'IBP Petrol Pump', 'Hdfc bank', 'Hdfc bank', 'SRS Cinemas', 'Raj Restaurant', 'KFC', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Haldiram', 'Manav Rachna School', 'Amity Global School', 'Delhi Public School Primary Section', 'St. Angels Sr', 'St. Angels Jr', 'Gurugram University', 'CR Model Public School', 'School of Inspired Leadership SOIL', 'Kamla International', 'Manav Rachna Swimming Pool']","['5 Wardrobe', '1 Water Purifier', '13 Fan', '1 Exhaust Fan', '6 Geyser', '32 Light', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Internet/wi-fi connectivity', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']"
flat,Experion The Heartsong3.9 ★,,2.0,,,Super Built up area 2779(258.18 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,4.0,3+,"servant room,pooja room",10.0,North-East,1 to 5 Year Old,"['Galleria 108 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'The Shikshiyan School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'Vivanta New Delhi, Dwarka', 'SkyJumper Trampoline Park', 'Fun N Food Village']","['7 Fan', '1 Exhaust Fan', '4 Geyser', '7 Light', '1 Modular Kitchen', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,SS The Leaf3.8 ★,,2.0,,,Super Built up area 2408(223.71 sq.m.),3.0,4.0,3,servant room,8.0,East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","['3 Wardrobe', '5 Fan', '5 Light', '1 Modular Kitchen', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park']"
house,palam vihar extension west zone rwa,,0.65,5777.0,1125.0,Plot area 1125(104.52 sq.m.),2.0,2.0,1,store room,1.0,North,5 to 10 Year Old,"['Palam triangle', 'Palam Vihar Vyapar kendra', 'HUDA Sector 23 Market', 'Ram Mandir', 'Sheetla Mata Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Apollo Cradle Hospital Gurgaon', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Yashroop Medical Centre', 'Chirag Hospital Pvt. Ltd', 'Jeevan Jyoti Hospital Gurgaon', 'Kishor Clinic', 'Sheetla Clinic', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'HUDA sector 23 parking', 'Big Cinemas', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Catholic syrian bank', 'Karur vysay bank', 'Oriental bank of commerce', 'Hdfc bank', 'Icici bank', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Pizza Hut', 'Cafe Coffee Day', ""Domino's Pizza"", 'Om Sweets', 'Cafe Coffee Day', 'THE NORTHCAP UNIVERSITY', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'Chiranjiv Bharati School', 'Lieutenant Atul Kataria School', 'Palam vihar railway station']","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Water Storage', 'No open drainage around', 'Natural Light']"
flat,Ansal Heights3.2 ★,,0.72,,,Super Built up area 1935(179.77 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,servant room,9.0,South-West,1 to 5 Year Old,"['Relience SEZ', 'Dwarka Expressway', 'KMP Global Corridor', 'NH-8', 'IMT Manesar']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
flat,Emaar Palm Gardens4.1 ★,,1.38,,,Super Built up area 1720(159.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,3.0,3,servant room,5.0,South-West,1 to 5 Year Old,"[""V'Lante Mall"", 'NH 48 Gurugram', 'iGrow Montessori Play School', 'Matrikiran High School', 'Badsa AMS Hospital', 'GlobalHealthcare Multispeciality', 'Indira Gandhi International Airport', 'Patli Railway Station', 'Hyatt Regency', 'Nakhrola Stadium', 'Cricket Academy']","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '2 Geyser', '5 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Park']"
flat,Paras Dews,,1.13,,,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,"study room,servant room",18.0,North-West,1 to 5 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']",[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
flat,Tulip Purple,,1.8,,,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,5.0,3+,servant room,4.0,North-East,1 to 5 Year Old,"['Sector 55-56 metro station', 'Omaxe Gurgaon Mall', 'Badshahpur Sohna Rd Hwy, Sector 68', 'Indus World School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Park inn', ""Oyster's Water Park"", 'Nehru Stadium']","['4 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,Maxworth City Residences,,0.8,,,Carpet area: 1250 (116.13 sq.m.),2.0,3.0,2,not available,9.0,,0 to 1 Year Old,"['Rajiv Chowk Mosque', 'Gautam Hospital', 'Sai Dental Clinic', 'Harshila Dental Clinic', 'Clove Dental', 'Sunrise Hospital Gurgaon', 'Nutan Dental Hospital', 'Yadav Hospital Gurgoan', 'Shri Ram Dental Clinic', 'Dental Xpert Dental Clinic', 'Bhanu Dental Care', 'The Muskan Dental Clinic', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'Parmar Dental Clinic & Lab', 'Ayushman Hospital And Trauma Centre', 'Rachna Dental Clinic', 'Vaishnavi Nursing Home', 'Mangalam Hospital and Heart Centre Gurgaon', 'Ankur Clinic and Maternity Home', 'Rajendra Hospital', 'Navjeevan Hospital and Maternity Centre', 'Kathuria Hospital', 'Kamla Hospital Gurgaon', 'Parashar Hospital', 'Shiv Mahima Patient Care Bureau', 'Lal Superspeciality Hospital', 'Shri Gobind Hospital', 'Vinayak Hospital Gurgaon', 'Smile Plus Dental Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'Sethi Hospital Gurgaon', 'Nangia Hospital Ent and Maternity', 'Shubham Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Airforce Hospital', 'Rama Hospital & Nursing Home', 'Satyam Hospital Gurgaon', 'Dev Man Kathuria Clinic', 'Dr. Madan Clinic', 'Shri Multispeciality Hospital', 'Thakral Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Chiranjiv Hospital', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Boxer Fuel Point', 'IBP Petrol Station', 'Indian Oil', 'Kendriya Vidyalaya No.2 Sohna Road']","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,HSIIDC Sidco Aravali,,0.9,,,Super Built up area 2467(229.19 sq.m.),4.0,4.0,3,not available,7.0,,5 to 10 Year Old,"['Pooja Clinic', 'Dr. Sahil Clinic', 'Prakash Hospital', 'Shri Rade Clinic', 'Yadav Dental & Eye Care', 'Dental Hospital', 'Petrol pump Maitri motors', 'Petrol Pump', 'Petrol Pump Indian Oil', ""McDonald's"", ""McDonald's"", 'Rao Dhaba']",[],
house,uppal southend,,6.75,32328.0,2088.0,Plot area 232(193.98 sq.m.),12.0,12.0,3+,"pooja room,study room,servant room,others",3.0,North,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Neelkanth Health Care', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Meher Clinic', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Vatsalya Clinic', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'Central bank of india', 'Union bank of india', 'State bank of india', ""Nirula's"", ""Domino's Pizza"", 'Nook', 'Starbucks', 'India', 'Haldiram', 'Madison and Pike', 'Kamla International']","['26 Fan', '1 Exhaust Fan', '12 Geyser', '42 Light', '3 Chimney', '1 Modular Kitchen', '19 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']"
flat,Godrej Nature Plus,,1.5,,,Carpet area: 1385 (128.67 sq.m.),2.0,2.0,3+,not available,2.0,South-East,Jun 2025,"['Signature Global Infinity Mall Sohna', 'Badshahpur Sohna Rd Hwy', 'Gurjar Samrat Jaipal Khatana Marg', 'K. R. Mangalam University', 'Vidya Niketan Sr Sec School', 'Sanjivani Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",[],"['Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']"
flat,Tulip Violet4.2 ★,,1.78,,,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,pooja room,10.0,North-East,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '2 Geyser', '12 Light', '1 Chimney', '1 Curtains', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
house,bptp visionnaire,,6.0,22222.0,2700.0,Plot area 300(250.84 sq.m.),5.0,4.0,3,study room,3.0,North-East,0 to 1 Year Old,"['Good Earth City Center 2', 'Kunskapsskolan International School', 'Peace Taekwondo Academy', 'Rama krishna public school', 'Suraj School Sector 75', 'Axis Bank ATM, Sector 57', 'Sparsh Hospital, Sohna Rd', 'Oriental Bank of Commerce Palra Rd', 'The Federal Bank Ltd Palra', 'HDFC Bank Darbaripur Rd', 'Central Bank Of IndiaSohna Rd', 'Tata Projects Limited', 'IndianOil, Hasanpur', 'HPCL Sadhuram & Sons Petromart', 'RAMA Filling Station']","['1 Fan', '1 Geyser', '1 Light', '1 Chimney', '1 Modular Kitchen', '1 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']"
house,bptp visionnaire,,5.35,8916.0,6000.0,Built Up area: 6000 (557.42 sq.m.),4.0,4.0,3+,"pooja room,store room,study room,servant room",3.0,North,1 to 5 Year Old,"['Good Earth City Center 2', 'Kunskapsskolan International School', 'Peace Taekwondo Academy', 'Rama krishna public school', 'Suraj School Sector 75', 'Axis Bank ATM, Sector 57', 'Sparsh Hospital, Sohna Rd', 'Oriental Bank of Commerce Palra Rd', 'The Federal Bank Ltd Palra', 'HDFC Bank Darbaripur Rd', 'Central Bank Of IndiaSohna Rd', 'Tata Projects Limited', 'IndianOil, Hasanpur', 'HPCL Sadhuram & Sons Petromart', 'RAMA Filling Station']","['5 Wardrobe', '1 Exhaust Fan', '1 Stove', '50 Light', '15 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']"
house,independent,,9.0,100000.0,900.0,Plot area 900(83.61 sq.m.),10.0,5.0,3+,not available,4.0,,10+ Year Old,"['Sheetla Mata Mandir', 'Hsbc bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Dr. Tomar Clinic', 'Children Hospital', 'Sheetla Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Kishor Clinic', 'Lotus Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Jackson Hospital', 'GH Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Kalyani Hospital Gurgaon', 'M Goel Hospital', 'Lalit Dental Care', 'Dental Health Centre', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lall Nursing and Maternity Home', 'Dentecare - Multispeciality Dental Clinic', 'Om Charitable Dental & Implant Centre', 'Dr. Sarvejeet Singh', 'Lall Eye Care Centre', 'Kharbanda Maternity and Nursing Home', 'Nova Care Clinic', 'Ahooja Eye and Dental Institute Hospital', 'Verma E.N.T. Hospital', 'Dr. Sandeep Chauhan', 'Bhatnagar Maternity and Nursing Home', 'Nagpal Nursing Home Gurgaon', 'Sparsh Hospital Gurgaon', 'Sector-14 Market', 'Indian Oil', 'Rang Parivartan', 'Icici bank', 'Hdfc bank', 'State bank of india sbi', 'Punjab national bank', 'Oriental bank of commerce', 'Karur vysay bank', 'Standard chartered bank', 'Catholic syrian bank', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'Dronacharya Government College']","['1 Geyser', '2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
flat,Bestech Park View Grand Spa4.3 ★,,2.35,,,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3.0,4.0,3+,servant room,6.0,North-East,1 to 5 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']","['5 Wardrobe', '7 Fan', '1 Exhaust Fan', '20 Light', '6 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
